,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
11359,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2020,,1.6,,1.0,2.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11360,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2021,,1.7,,1.1,2.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11361,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2022,,3.2,,2.4,4.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11362,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2023,,3.6,,2.7,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11363,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2024,,2.5,,1.8,3.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11364,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2019,,4.4,,3.6,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11365,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2020,,4.4,,3.5,5.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11366,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2021,,4.2,,3.3,5.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11367,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2022,,5.3,,4.3,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11368,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2023,,5.5,,4.6,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11369,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2024,,5.7,,4.7,6.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11370,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2019,,0.0,,,,-,"NA_NHISA13,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11371,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2020,,0.0,,,,-,"NA_NHISA13,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11372,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2021,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11373,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11374,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11375,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2024,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11376,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2019,,4.4,,4.0,4.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11377,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2020,,4.4,,4.0,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11378,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2021,,4.4,,4.1,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11379,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2022,,5.0,,4.6,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11380,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2023,,5.6,,5.2,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11381,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2024,,6.1,,5.7,6.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11382,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2019,,8.6,,4.3,15.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11383,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11384,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2021,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11385,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11386,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2023,,7.4,,3.9,12.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11387,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2024,,8.7,,4.3,15.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11388,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2019,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11389,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11390,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2021,,9.9,,4.8,17.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11391,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11392,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2023,,9.3,,4.9,15.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11393,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2024,,10.5,,5.7,17.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11394,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2019,,4.7,,4.0,5.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11395,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2020,,5.1,,4.2,6.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11396,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2021,,4.1,,3.4,4.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11397,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2022,,5.2,,4.4,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11398,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2023,,5.2,,4.5,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11399,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2024,,6.0,,5.3,6.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11400,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2019,,4.3,,3.4,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11401,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2020,,5.1,,3.9,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11402,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2021,,3.2,,2.5,4.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11403,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2022,,5.1,,4.1,6.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11404,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2023,,5.3,,4.4,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11405,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2024,,5.1,,4.2,6.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11406,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2019,,4.3,,4.0,4.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11407,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2020,,4.1,,3.8,4.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11408,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2021,,4.2,,3.9,4.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11409,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2022,,5.0,,4.6,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11410,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2023,,5.5,,5.2,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11411,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2024,,5.8,,5.5,6.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11412,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2019,,4.3,,3.4,5.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11413,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2020,,4.5,,3.5,5.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11414,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2021,,4.0,,3.1,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11415,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2022,,5.2,,4.2,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11416,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2023,,5.5,,4.5,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11417,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2024,,5.7,,4.6,6.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11418,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2019,,4.4,,4.0,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11419,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2020,,4.2,,3.8,4.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11420,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2021,,4.4,,4.0,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11421,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2022,,5.1,,4.7,5.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
11422,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2023,,5.6,,5.2,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA33,SC_NHISA00"
