topic,group,subgroup,year,estimate
Has a usual place of care among adults,Sex,Female,2022,90.9
Has a usual place of care among adults,Sex,Female,2023,90.7
Has a usual place of care among adults,Sex,Male,2019,84.1
Has a usual place of care among adults,Sex,Male,2020,85.8
Has a usual place of care among adults,Sex,Male,2021,84.6
Has a usual place of care among adults,Sex,Male,2022,84.1
Has a usual place of care among adults,Sex,Male,2023,84.4
Has a usual place of care among adults,Sexual orientation,Bisexual,2019,82.3
Has a usual place of care among adults,Sexual orientation,Bisexual,2020,79.1
Has a usual place of care among adults,Sexual orientation,Bisexual,2021,76.3
Has a usual place of care among adults,Sexual orientation,Bisexual,2022,84.2
Has a usual place of care among adults,Sexual orientation,Bisexual,2023,83.6
Has a usual place of care among adults,Sexual orientation,Gay or Lesbian,2019,87.9
Has a usual place of care among adults,Sexual orientation,Gay or Lesbian,2020,83.5
Has a usual place of care among adults,Sexual orientation,Gay or Lesbian,2021,89.2
Has a usual place of care among adults,Sexual orientation,Gay or Lesbian,2022,88.3
Has a usual place of care among adults,Sexual orientation,Gay or Lesbian,2023,90.0
Has a usual place of care among adults,Sexual orientation,Straight,2019,88.0
Has a usual place of care among adults,Sexual orientation,Straight,2020,89.0
Has a usual place of care among adults,Sexual orientation,Straight,2021,88.5
Has a usual place of care among adults,Sexual orientation,Straight,2022,88.0
Has a usual place of care among adults,Sexual orientation,Straight,2023,87.9
Has a usual place of care among adults,Veteran status,Veteran,2019,92.4
Has a usual place of care among adults,Veteran status,Veteran,2020,92.9
Has a usual place of care among adults,Veteran status,Veteran,2021,92.7
Has a usual place of care among adults,Veteran status,Veteran,2022,92.0
Has a usual place of care among adults,Veteran status,Veteran,2023,92.5
Has a usual place of care among adults,Veteran status,Non-veteran,2019,87.5
Has a usual place of care among adults,Veteran status,Non-veteran,2020,88.3
Has a usual place of care among adults,Veteran status,Non-veteran,2021,87.7
Has a usual place of care among adults,Veteran status,Non-veteran,2022,87.5
Has a usual place of care among adults,Veteran status,Non-veteran,2023,87.4
Has a usual place of care among adults,Metropolitan statistical area,Large MSA,2019,87.1
Has a usual place of care among adults,Metropolitan statistical area,Large MSA,2020,88.2
Has a usual place of care among adults,Metropolitan statistical area,Large MSA,2021,87.6
Has a usual place of care among adults,Metropolitan statistical area,Large MSA,2022,86.6
Has a usual place of care among adults,Metropolitan statistical area,Large MSA,2023,87.8
Has a usual place of care among adults,Metropolitan statistical area,Small MSA,2019,88.3
Has a usual place of care among adults,Metropolitan statistical area,Small MSA,2020,88.9
Has a usual place of care among adults,Metropolitan statistical area,Small MSA,2021,87.9
Has a usual place of care among adults,Metropolitan statistical area,Small MSA,2022,88.1
Has a usual place of care among adults,Metropolitan statistical area,Small MSA,2023,86.0
Has a usual place of care among adults,Metropolitan statistical area,Non-MSA,2019,88.9
Has a usual place of care among adults,Metropolitan statistical area,Non-MSA,2020,89.6
Has a usual place of care among adults,Metropolitan statistical area,Non-MSA,2021,90.6
Has a usual place of care among adults,Metropolitan statistical area,Non-MSA,2022,90.7
Has a usual place of care among adults,Metropolitan statistical area,Non-MSA,2023,90.3
Has a usual place of care among adults,Region,Northeast,2019,90.9
Has a usual place of care among adults,Region,Northeast,2020,92.4
Has a usual place of care among adults,Region,Northeast,2021,91.3
Has a usual place of care among adults,Region,Northeast,2022,92.1
Has a usual place of care among adults,Region,Northeast,2023,90.7
Has a usual place of care among adults,Region,Midwest,2019,89.0
Has a usual place of care among adults,Region,Midwest,2020,88.5
Has a usual place of care among adults,Region,Midwest,2021,89.3
Has a usual place of care among adults,Region,Midwest,2022,89.1
Has a usual place of care among adults,Region,Midwest,2023,89.4
Has a usual place of care among adults,Region,South,2019,84.6
Has a usual place of care among adults,Region,South,2020,86.5
Has a usual place of care among adults,Region,South,2021,86.3
Has a usual place of care among adults,Region,South,2022,84.6
Has a usual place of care among adults,Region,South,2023,85.1
Has a usual place of care among adults,Region,West,2019,89.3
Has a usual place of care among adults,Region,West,2020,89.3
Has a usual place of care among adults,Region,West,2021,87.7
Has a usual place of care among adults,Region,West,2022,87.8
Has a usual place of care among adults,Region,West,2023,87.9
Has a usual place of care among adults,Social vulnerability,Little to no social vulnerability,2019,90.6
Has a usual place of care among adults,Social vulnerability,Little to no social vulnerability,2020,91.7
Has a usual place of care among adults,Social vulnerability,Little to no social vulnerability,2021,91.2
Has a usual place of care among adults,Social vulnerability,Little to no social vulnerability,2022,91.3
Has a usual place of care among adults,Social vulnerability,Little to no social vulnerability,2023,90.6
Has a usual place of care among adults,Social vulnerability,Low social vulnerability,2019,88.4
Has a usual place of care among adults,Social vulnerability,Low social vulnerability,2020,89.0
Has a usual place of care among adults,Social vulnerability,Low social vulnerability,2021,88.5
Has a usual place of care among adults,Social vulnerability,Low social vulnerability,2022,89.7
Has a usual place of care among adults,Social vulnerability,Low social vulnerability,2023,90.2
Has a usual place of care among adults,Social vulnerability,Medium social vulnerability,2019,86.8
Has a usual place of care among adults,Social vulnerability,Medium social vulnerability,2020,87.9
Has a usual place of care among adults,Social vulnerability,Medium social vulnerability,2021,86.8
Has a usual place of care among adults,Social vulnerability,Medium social vulnerability,2022,87.1
Has a usual place of care among adults,Social vulnerability,Medium social vulnerability,2023,87.6
Has a usual place of care among adults,Social vulnerability,High social vulnerability,2019,86.2
Has a usual place of care among adults,Social vulnerability,High social vulnerability,2020,86.8
Has a usual place of care among adults,Social vulnerability,High social vulnerability,2021,86.9
Has a usual place of care among adults,Social vulnerability,High social vulnerability,2022,85.1
Has a usual place of care among adults,Social vulnerability,High social vulnerability,2023,84.6
Has a usual place of care among adults,Urbanicity,Large central metro,2019,86.0
Has a usual place of care among adults,Urbanicity,Large central metro,2020,86.9
Has a usual place of care among adults,Urbanicity,Large central metro,2021,86.1
Has a usual place of care among adults,Urbanicity,Large central metro,2022,85.2
Has a usual place of care among adults,Urbanicity,Large central metro,2023,86.1
Has a usual place of care among adults,Urbanicity,Large fringe metro,2019,88.6
Has a usual place of care among adults,Urbanicity,Large fringe metro,2020,89.9
Has a usual place of care among adults,Urbanicity,Large fringe metro,2021,89.7
Has a usual place of care among adults,Urbanicity,Large fringe metro,2022,88.2
Has a usual place of care among adults,Urbanicity,Large fringe metro,2023,89.8
Has a usual place of care among adults,Urbanicity,Medium and small metro,2019,88.3
Has a usual place of care among adults,Urbanicity,Medium and small metro,2020,88.8
Has a usual place of care among adults,Urbanicity,Medium and small metro,2021,87.9
